claim_id,fraud_flag
CLM_00144,0
CLM_00145,0
CLM_00147,0
CLM_00148,0
CLM_00149,0
CLM_00150,0
CLM_00151,0
CLM_00152,0
CLM_00153,0
CLM_00154,0
CLM_00155,1
CLM_00156,0
CLM_00157,0
CLM_00158,0
CLM_00159,0
CLM_00160,0
CLM_00161,0
CLM_00162,1
CLM_00163,0
CLM_00164,0
CLM_00165,0
CLM_00166,0
CLM_00167,1
CLM_00168,0
CLM_00169,0
CLM_00170,0
CLM_00173,0
CLM_00174,0
CLM_00176,0
CLM_00177,0
CLM_00179,0
CLM_00180,0
CLM_00181,1
CLM_00182,0
CLM_00183,0
CLM_00184,0
CLM_00185,0
CLM_00186,0
CLM_00188,1
CLM_00189,0
CLM_00190,0
CLM_00191,0
CLM_00192,0
CLM_00193,0
CLM_00195,0
CLM_00196,0
CLM_00197,0
CLM_00198,0
CLM_00199,0
CLM_00200,0
CLM_00201,0
CLM_00202,0
CLM_00203,1
CLM_00204,0
CLM_00205,0
CLM_00206,0
CLM_00208,0
CLM_00209,0
CLM_00210,0
CLM_00211,0
CLM_00212,0
CLM_00213,0
CLM_00217,0
CLM_00219,0
CLM_00220,0
CLM_00221,0
CLM_00222,0
CLM_00223,0
CLM_00224,0
CLM_00225,0
CLM_00226,0
CLM_00227,0
CLM_00229,0
CLM_00230,0
CLM_00231,0
CLM_00232,0
CLM_00233,0
CLM_00234,0
CLM_00235,0
CLM_00236,0
CLM_00239,0
CLM_00240,0
CLM_00241,0
CLM_00244,0
CLM_00245,0
CLM_00246,0
CLM_00248,1
CLM_00249,0
CLM_00252,0
CLM_00253,0
CLM_00254,0
CLM_00255,1
CLM_00257,0
CLM_00258,0
CLM_00260,0
CLM_00261,0
CLM_00263,1
CLM_00264,0
CLM_00265,0
CLM_00266,0
CLM_00267,0
CLM_00269,0
CLM_00270,0
CLM_00271,0
CLM_00272,0
CLM_00273,0
CLM_00274,0
CLM_00275,0
CLM_00277,0
CLM_00278,0
CLM_00279,0
CLM_00280,0
CLM_00281,0
CLM_00282,0
CLM_00283,0
CLM_00285,0
CLM_00286,0
CLM_00287,0
CLM_00288,1
CLM_00289,0
CLM_00290,0
CLM_00291,1
CLM_00292,0
CLM_00293,0
CLM_00296,1
CLM_00297,0
CLM_00298,0
CLM_00299,0
CLM_00300,0
CLM_00301,0
CLM_00302,0
CLM_00303,0
CLM_00304,0
CLM_00305,1
CLM_00306,0
CLM_00307,0
CLM_00308,0
CLM_00309,0
CLM_00311,0
CLM_00312,0
CLM_00313,0
CLM_00314,1
CLM_00316,0
CLM_00317,0
CLM_00318,0
CLM_00319,0
CLM_00320,0
CLM_00321,0
CLM_00322,0
CLM_00324,0
CLM_00327,0
CLM_00328,0
CLM_00329,0
CLM_00331,0
CLM_00333,0
CLM_00334,0
CLM_00335,1
CLM_00336,1
CLM_00337,0
CLM_00338,0
CLM_00339,0
CLM_00340,0
CLM_00342,0
CLM_00344,0
CLM_00346,0
CLM_00348,0
CLM_00350,0
CLM_00351,0
CLM_00352,0
CLM_00353,0
CLM_00354,0
CLM_00355,0
CLM_00356,1
CLM_00357,0
CLM_00358,0
CLM_00359,0
CLM_00360,1
CLM_00361,0
CLM_00362,0
CLM_00363,0
CLM_00364,0
CLM_00365,0
CLM_00366,0
CLM_00368,0
CLM_00369,0
CLM_00371,0
CLM_00372,0
CLM_00373,0
CLM_00374,1
CLM_00375,0
CLM_00376,0
CLM_00377,0
CLM_00378,0
CLM_00379,0
CLM_00380,0
CLM_00381,0
CLM_00382,0
CLM_00383,0
CLM_00384,0
CLM_00386,0
CLM_00387,0
CLM_00388,0
CLM_00389,0
CLM_00390,0
CLM_00392,0
CLM_00393,0
CLM_00394,0
CLM_00395,0
CLM_00397,0
CLM_00398,0
CLM_00399,0
CLM_00400,0
CLM_00401,1
CLM_00403,0
CLM_00405,0
CLM_00406,0
CLM_00407,0
CLM_00409,0
CLM_00410,0
CLM_00411,0
CLM_00413,0
CLM_00414,0
CLM_00415,0
CLM_00416,1
CLM_00417,0
CLM_00418,1
CLM_00419,0
CLM_00420,0
CLM_00421,0
CLM_00422,0
CLM_00423,0
CLM_00424,0
CLM_00425,0
CLM_00426,0
CLM_00427,0
CLM_00428,0
CLM_00429,0
CLM_00430,1
CLM_00431,0
CLM_00432,0
CLM_00434,0
CLM_00435,0
CLM_00436,0
CLM_00437,1
CLM_00438,0
CLM_00439,0
CLM_00440,0
CLM_00441,0
CLM_00442,0
CLM_00443,0
CLM_00445,0
CLM_00446,0
CLM_00447,0
CLM_00448,0
CLM_00449,0
CLM_00450,0
CLM_00451,0
CLM_00452,0
CLM_00453,0
CLM_00454,0
CLM_00455,0
CLM_00456,0
CLM_00457,0
CLM_00458,0
CLM_00460,0
CLM_00462,0
CLM_00463,0
CLM_00464,0
CLM_00465,0
CLM_00466,0
CLM_00467,0
CLM_00468,0
CLM_00469,0
CLM_00471,0
CLM_00473,0
CLM_00474,0
CLM_00475,0
CLM_00476,0
CLM_00477,0
CLM_00478,0
CLM_00479,1
CLM_00481,0
CLM_00482,0
CLM_00483,0
CLM_00484,1
CLM_00486,0
CLM_00488,0
CLM_00489,0
CLM_00490,0
CLM_00491,0
CLM_00493,1
CLM_00494,0
CLM_00496,0
CLM_00498,0
CLM_00499,0
CLM_00500,0
CLM_00501,0
CLM_00502,0
CLM_00505,0
CLM_00506,0
CLM_00507,0
CLM_00508,0
CLM_00509,0
CLM_00510,0
CLM_00511,0
CLM_00512,0
CLM_00513,0
CLM_00515,0
CLM_00516,0
CLM_00517,0
CLM_00518,0
CLM_00519,0
CLM_00520,0
CLM_00521,0
CLM_00523,0
CLM_00525,0
CLM_00527,0
CLM_00528,0
CLM_00529,0
CLM_00530,0
CLM_00531,0
CLM_00533,0
CLM_00534,0
CLM_00535,0
CLM_00538,0
CLM_00539,0
CLM_00540,0
CLM_00541,0
CLM_00542,0
CLM_00543,1
CLM_00545,0
CLM_00546,0
CLM_00547,0
CLM_00548,0
CLM_00549,0
CLM_00550,0
CLM_00551,0
CLM_00553,0
CLM_00554,0
CLM_00555,0
CLM_00556,0
CLM_00557,0
CLM_00558,1
CLM_00560,0
CLM_00561,0
CLM_00562,0
CLM_00563,0
CLM_00564,0
CLM_00566,0
CLM_00568,0
CLM_00569,0
CLM_00570,0
CLM_00571,0
CLM_00572,0
CLM_00573,0
CLM_00575,1
CLM_00577,0
CLM_00578,0
CLM_00579,0
CLM_00580,0
CLM_00581,0
CLM_00583,1
CLM_00584,1
CLM_00585,1
CLM_00586,0
CLM_00587,0
CLM_00588,0
CLM_00589,1
CLM_00591,0
CLM_00592,0
CLM_00593,0
CLM_00594,0
CLM_00595,0
CLM_00596,0
CLM_00597,0
CLM_00598,0
CLM_00599,0
CLM_00601,0
CLM_00604,0
CLM_00605,0
CLM_00606,0
CLM_00608,0
CLM_00609,0
CLM_00610,0
CLM_00611,0
CLM_00613,0
CLM_00614,0
CLM_00615,0
CLM_00616,0
CLM_00617,0
CLM_00618,0
CLM_00619,0
CLM_00620,0
CLM_00621,1
CLM_00622,0
CLM_00623,0
CLM_00624,0
CLM_00625,0
CLM_00627,0
CLM_00628,0
CLM_00629,0
CLM_00630,0
CLM_00632,0
CLM_00634,0
CLM_00638,0
CLM_00640,0
CLM_00641,0
CLM_00642,0
CLM_00643,0
CLM_00644,0
CLM_00646,0
CLM_00648,0
CLM_00649,0
CLM_00650,0
CLM_00651,0
CLM_00652,0
CLM_00653,0
CLM_00654,1
CLM_00655,0
CLM_00656,0
CLM_00657,0
CLM_00658,0
CLM_00660,1
CLM_00662,0
CLM_00663,0
CLM_00664,0
CLM_00665,0
CLM_00667,0
CLM_00670,1
CLM_00671,0
CLM_00672,0
CLM_00674,0
CLM_00675,0
CLM_00676,0
CLM_00678,0
CLM_00679,0
CLM_00680,0
CLM_00681,0
CLM_00682,0
CLM_00683,0
CLM_00685,0
CLM_00686,0
CLM_00687,0
CLM_00688,0
CLM_00689,0
CLM_00690,0
CLM_00692,0
CLM_00693,0
CLM_00694,0
CLM_00696,0
CLM_00697,0
CLM_00698,0
CLM_00700,0
CLM_00701,1
CLM_00702,0
CLM_00703,0
CLM_00706,0
CLM_00707,0
CLM_00708,0
CLM_00709,0
CLM_00710,0
CLM_00711,0
CLM_00712,0
CLM_00713,0
CLM_00714,0
CLM_00715,0
CLM_00716,0
CLM_00717,0
CLM_00718,0
CLM_00719,0
CLM_00720,0
CLM_00721,0
CLM_00722,0
CLM_00723,0
CLM_00724,0
CLM_00725,0
CLM_00727,1
CLM_00729,0
CLM_00733,0
CLM_00734,0
CLM_00735,0
CLM_00737,0
CLM_00738,0
CLM_00739,0
CLM_00740,0
CLM_00741,0
CLM_00742,0
CLM_00743,0
CLM_00744,0
CLM_00745,0
CLM_00746,0
CLM_00747,0
CLM_00748,0
CLM_00749,0
CLM_00750,0
CLM_00751,0
CLM_00753,0
CLM_00754,0
CLM_00756,0
CLM_00757,0
CLM_00758,0
CLM_00761,0
CLM_00763,0
CLM_00764,0
CLM_00765,0
CLM_00766,0
CLM_00767,0
CLM_00768,0
CLM_00771,0
CLM_00773,0
CLM_00774,0
CLM_00775,0
CLM_00776,0
CLM_00778,0
CLM_00779,0
CLM_00780,0
CLM_00781,0
CLM_00782,0
CLM_00784,0
CLM_00786,0
CLM_00787,0
CLM_00788,0
CLM_00789,0
CLM_00790,0
CLM_00791,0
CLM_00792,0
CLM_00793,0
CLM_00794,0
CLM_00795,0
CLM_00796,0
CLM_00797,0
CLM_00798,0
CLM_00799,0
CLM_00801,0
CLM_00802,1
CLM_00803,0
CLM_00804,0
CLM_00806,0
CLM_00808,0
CLM_00809,0
CLM_00810,0
CLM_00811,0
CLM_00812,0
CLM_00813,1
CLM_00814,0
CLM_00815,0
CLM_00816,0
CLM_00817,0
CLM_00818,0
CLM_00819,0
CLM_00820,0
CLM_00821,0
CLM_00822,0
CLM_00823,0
CLM_00824,0
CLM_00825,0
CLM_00827,0
CLM_00828,0
CLM_00829,0
CLM_00830,0
CLM_00831,0
CLM_00832,0
CLM_00833,0
CLM_00834,0
CLM_00835,0
CLM_00837,0
CLM_00838,0
CLM_00839,0
CLM_00840,1
CLM_00842,1
CLM_00844,0
CLM_00846,0
CLM_00847,0
CLM_00848,0
CLM_00849,0
CLM_00851,1
CLM_00852,0
CLM_00853,0
CLM_00854,0
CLM_00855,0
CLM_00856,0
CLM_00858,0
CLM_00859,0
CLM_00860,0
CLM_00861,0
CLM_00863,0
CLM_00864,0
CLM_00865,0
CLM_00866,0
CLM_00867,0
CLM_00868,0
CLM_00869,1
CLM_00871,0
CLM_00872,0
CLM_00873,0
CLM_00874,0
CLM_00876,0
CLM_00877,0
CLM_00878,0
CLM_00879,0
CLM_00881,0
CLM_00882,0
CLM_00883,0
CLM_00884,0
CLM_00885,0
CLM_00886,0
CLM_00887,0
CLM_00889,1
CLM_00890,0
CLM_00891,0
CLM_00892,0
CLM_00894,0
CLM_00895,0
CLM_00896,0
CLM_00897,0
CLM_00898,0
CLM_00899,0
CLM_00901,0
CLM_00902,1
CLM_00903,0
CLM_00904,0
CLM_00905,0
CLM_00906,0
CLM_00907,0
CLM_00908,0
CLM_00909,1
CLM_00911,0
CLM_00912,0
CLM_00913,0
CLM_00915,0
CLM_00916,1
CLM_00917,0
CLM_00918,0
CLM_00919,0
CLM_00920,0
CLM_00921,0
CLM_00923,0
CLM_00924,0
CLM_00926,0
CLM_00927,0
CLM_00928,0
CLM_00929,0
CLM_00931,0
CLM_00932,1
CLM_00933,0
CLM_00935,0
CLM_00937,0
CLM_00939,0
CLM_00940,0
CLM_00941,0
CLM_00942,0
CLM_00944,0
CLM_00945,0
CLM_00946,0
CLM_00947,0
CLM_00948,0
CLM_00949,0
CLM_00950,0
CLM_00953,1
CLM_00954,0
CLM_00955,0
CLM_00956,0
CLM_00958,0
CLM_00959,0
CLM_00960,0
CLM_00961,0
CLM_00962,0
CLM_00963,0
CLM_00964,0
CLM_00965,0
CLM_00968,0
CLM_00969,0
CLM_00970,0
CLM_00972,0
CLM_00973,0
CLM_00974,0
CLM_00975,0
CLM_00976,0
CLM_00977,0
CLM_00979,0
CLM_00980,0
CLM_00982,0
CLM_00983,0
CLM_00985,0
CLM_00986,0
CLM_00987,0
CLM_00988,0
CLM_00989,0
CLM_00990,0
CLM_00992,0
CLM_00993,0
CLM_00995,0
CLM_00996,0
CLM_00997,0
CLM_00998,0
CLM_00999,0
CLM_01000,0
CLM_01001,0
CLM_01002,0
CLM_01003,0
CLM_01004,0
CLM_01005,0
CLM_01006,1
CLM_01007,0
CLM_01008,0
CLM_01010,0
CLM_01012,0
CLM_01013,0
CLM_01014,0
CLM_01016,0
CLM_01017,0
CLM_01018,0
CLM_01020,0
CLM_01021,0
CLM_01023,0
CLM_01024,0
CLM_01025,0
CLM_01026,0
CLM_01027,0
CLM_01028,0
CLM_01029,0
CLM_01030,0
CLM_01031,0
CLM_01033,1
CLM_01034,0
CLM_01035,1
CLM_01036,0
CLM_01037,0
CLM_01038,0
CLM_01039,0
CLM_01041,0
CLM_01042,0
CLM_01043,0
CLM_01044,1
CLM_01046,0
CLM_01047,0
CLM_01049,0
CLM_01050,0
CLM_01051,0
CLM_01052,0
CLM_01053,0
CLM_01054,0
CLM_01055,0
CLM_01056,0
CLM_01057,0
CLM_01060,0
CLM_01061,0
CLM_01062,0
CLM_01064,0
CLM_01065,0
CLM_01066,0
CLM_01067,0
CLM_01068,0
CLM_01069,0
CLM_01072,0
CLM_01074,0
CLM_01075,0
CLM_01076,0
CLM_01077,0
CLM_01078,0
CLM_01079,0
CLM_01080,0
CLM_01082,0
CLM_01083,0
CLM_01084,0
CLM_01085,0
CLM_01086,0
CLM_01087,0
CLM_01088,0
CLM_01089,0
CLM_01090,0
CLM_01091,0
CLM_01092,0
CLM_01094,0
CLM_01095,0
CLM_01096,0
CLM_01097,0
CLM_01098,0
CLM_01099,0
CLM_01100,0
CLM_01101,0
CLM_01104,0
CLM_01105,1
CLM_01106,0
CLM_01107,0
CLM_01108,0
CLM_01111,0
CLM_01114,0
CLM_01115,0
CLM_01117,0
CLM_01119,0
CLM_01120,0
CLM_01121,0
CLM_01122,0
CLM_01125,0
CLM_01128,0
CLM_01130,0
CLM_01131,0
CLM_01132,0
CLM_01133,1
CLM_01135,0
CLM_01136,1
CLM_01137,0
CLM_01138,0
CLM_01139,0
CLM_01140,0
CLM_01141,0
CLM_01142,0
CLM_01143,0
CLM_01144,1
CLM_01145,0
CLM_01146,0
CLM_01147,0
CLM_01148,0
CLM_01149,0
CLM_01151,0
CLM_01152,0
CLM_01153,0
CLM_01154,0
CLM_01155,0
CLM_01157,0
CLM_01158,0
CLM_01159,0
CLM_01160,0
CLM_01162,0
CLM_01163,0
CLM_01165,0
CLM_01166,0
CLM_01167,0
CLM_01168,0
CLM_01169,0
CLM_01170,0
CLM_01171,0
CLM_01172,0
CLM_01174,0
CLM_01175,0
CLM_01177,0
CLM_01179,0
CLM_01180,0
CLM_01181,0
CLM_01183,0
CLM_01185,1
CLM_01186,0
CLM_01190,0
CLM_01191,0
CLM_01192,0
CLM_01194,0
CLM_01195,1
CLM_01196,0
CLM_01197,0
CLM_01198,0
CLM_01199,0
CLM_01200,0
CLM_01201,0
CLM_01202,0
CLM_01203,0
CLM_01205,0
CLM_01206,0
CLM_01207,0
CLM_01208,0
CLM_01209,0
CLM_01210,0
CLM_01211,0
CLM_01212,0
CLM_01214,0
CLM_01215,0
CLM_01216,0
CLM_01219,0
CLM_01220,0
CLM_01221,0
CLM_01222,0
CLM_01223,0
CLM_01225,0
CLM_01226,0
CLM_01229,0
CLM_01230,0
CLM_01231,0
CLM_01232,0
CLM_01233,0
CLM_01235,1
CLM_01236,0
CLM_01238,0
CLM_01239,0
CLM_01240,0
CLM_01241,0
CLM_01242,0
CLM_01243,0
CLM_01244,0
CLM_01245,1
CLM_01246,0
CLM_01247,0
CLM_01248,1
CLM_01250,0
CLM_01253,0
CLM_01254,0
CLM_01255,0
CLM_01256,0
CLM_01257,0
CLM_01258,0
CLM_01261,1
CLM_01262,0
CLM_01263,0
CLM_01264,0
CLM_01265,0
CLM_01266,0
CLM_01267,0
CLM_01268,0
CLM_01269,0
CLM_01271,0
CLM_01272,0
CLM_01273,0
CLM_01274,0
CLM_01275,0
CLM_01277,0
CLM_01278,0
CLM_01279,0
CLM_01280,1
CLM_01281,0
CLM_01282,0
CLM_01283,0
CLM_01286,0
CLM_01288,0
CLM_01290,0
CLM_01292,0
CLM_01294,0
CLM_01295,1
CLM_01296,1
CLM_01297,0
CLM_01298,0
CLM_01300,0
CLM_01301,0
CLM_01302,0
CLM_01303,0
CLM_01304,0
CLM_01305,0
CLM_01306,0
CLM_01307,0
CLM_01310,0
CLM_01311,0
CLM_01312,0
CLM_01313,0
CLM_01314,0
CLM_01315,0
CLM_01316,0
CLM_01317,0
CLM_01318,0
CLM_01319,0
CLM_01320,0
CLM_01321,0
CLM_01322,0
CLM_01323,0
CLM_01324,0
CLM_01325,0
CLM_01326,0
CLM_01327,0
CLM_01328,0
CLM_01330,0
CLM_01331,0
CLM_01333,0
CLM_01334,0
CLM_01335,0
CLM_01337,0
CLM_01338,0
CLM_01339,0
CLM_01340,0
CLM_01341,0
CLM_01342,0
CLM_01343,0
CLM_01344,0
CLM_01346,0
CLM_01347,0
CLM_01348,0
CLM_01349,0
CLM_01350,0
CLM_01351,0
CLM_01352,0
CLM_01354,0
CLM_01356,0
CLM_01357,1
CLM_01358,0
CLM_01359,0
CLM_01360,0
CLM_01361,0
CLM_01363,0
CLM_01364,0
CLM_01365,0
CLM_01366,0
CLM_01367,0
CLM_01368,0
CLM_01370,1
CLM_01371,0
CLM_01372,0
CLM_01374,0
CLM_01375,0
CLM_01376,0
CLM_01377,0
CLM_01378,0
CLM_01379,0
CLM_01380,0
CLM_01381,1
CLM_01382,0
CLM_01383,0
CLM_01384,0
CLM_01385,0
CLM_01386,0
CLM_01387,0
CLM_01388,0
CLM_01389,0
CLM_01390,0
CLM_01391,0
CLM_01392,0
CLM_01393,0
CLM_01395,0
CLM_01396,0
CLM_01397,0
CLM_01398,0
CLM_01399,0
CLM_01400,0
CLM_01401,0
CLM_01402,0
CLM_01403,0
CLM_01404,1
CLM_01405,0
CLM_01406,0
CLM_01407,0
CLM_01408,0
CLM_01409,0
CLM_01410,0
CLM_01411,0
CLM_01413,0
CLM_01415,0
CLM_01416,0
CLM_01417,0
CLM_01418,0
CLM_01420,0
CLM_01421,0
CLM_01422,0
CLM_01423,0
CLM_01424,0
CLM_01425,0
CLM_01427,0
CLM_01428,0
CLM_01429,0
CLM_01430,0
CLM_01431,0
CLM_01433,0
CLM_01434,1
CLM_01435,0
CLM_01436,0
CLM_01437,0
CLM_01438,0
CLM_01439,0
CLM_01441,0
CLM_01442,0
CLM_01443,0
CLM_01445,0
CLM_01447,0
CLM_01448,0
CLM_01449,0
CLM_01450,0
CLM_01451,0
CLM_01452,0
CLM_01453,0
CLM_01454,0
CLM_01455,0
CLM_01456,1
CLM_01457,0
CLM_01460,0
CLM_01461,0
CLM_01462,0
CLM_01463,0
CLM_01464,0
CLM_01465,0
CLM_01466,0
CLM_01467,0
CLM_01468,0
CLM_01470,0
CLM_01472,0
CLM_01473,0
CLM_01474,0
CLM_01476,0
CLM_01477,0
CLM_01478,0
CLM_01480,0
CLM_01481,0
CLM_01483,0
CLM_01484,0
CLM_01485,0
CLM_01487,0
CLM_01488,0
CLM_01489,0
CLM_01490,0
CLM_01492,0
CLM_01495,0
CLM_01497,0
CLM_01498,0
CLM_01500,0
CLM_01501,0
CLM_01502,0
CLM_01503,0
CLM_01504,0
CLM_01505,0
CLM_01506,0
CLM_01509,0
CLM_01510,0
CLM_01512,0
CLM_01513,0
CLM_01514,0
CLM_01515,0
CLM_01516,0
CLM_01517,0
CLM_01519,0
CLM_01520,0
CLM_01521,0
CLM_01522,0
CLM_01523,1
CLM_01525,0
CLM_01526,0
CLM_01527,0
CLM_01529,0
CLM_01530,1
CLM_01531,0
CLM_01533,0
CLM_01534,0
CLM_01535,0
CLM_01536,0
CLM_01537,0
CLM_01538,0
CLM_01539,0
CLM_01542,0
CLM_01544,0
CLM_01545,0
CLM_01546,1
CLM_01547,0
CLM_01548,0
CLM_01549,0
CLM_01550,0
CLM_01552,0
CLM_01554,0
CLM_01555,0
CLM_01557,0
CLM_01558,0
CLM_01559,0
CLM_01560,0
CLM_01561,1
CLM_01562,0
CLM_01563,0
CLM_01564,0
CLM_01565,0
CLM_01566,0
CLM_01567,0
CLM_01568,0
CLM_01569,0
CLM_01570,0
CLM_01571,0
CLM_01572,0
CLM_01574,0
CLM_01575,0
CLM_01577,0
CLM_01582,0
CLM_01583,0
CLM_01584,0
CLM_01585,0
CLM_01586,1
CLM_01587,0
CLM_01588,0
CLM_01590,0
CLM_01592,0
CLM_01594,0
CLM_01595,0
CLM_01596,0
CLM_01597,0
CLM_01600,0
CLM_01601,0
CLM_01602,1
CLM_01603,0
CLM_01604,0
CLM_01605,0
CLM_01606,0
CLM_01609,0
CLM_01612,0
CLM_01613,0
CLM_01614,1
CLM_01616,0
CLM_01618,0
CLM_01619,0
CLM_01620,0
CLM_01622,0
CLM_01623,0
CLM_01624,1
CLM_01627,0
CLM_01629,0
CLM_01630,0
CLM_01631,0
CLM_01632,0
CLM_01633,0
CLM_01634,0
CLM_01635,0
CLM_01636,0
CLM_01637,0
CLM_01638,0
CLM_01639,0
CLM_01640,0
CLM_01642,0
CLM_01643,0
CLM_01644,0
CLM_01645,0
CLM_01646,0
CLM_01647,0
CLM_01648,0
CLM_01649,0
CLM_01650,0
CLM_01651,1
CLM_01653,0
CLM_01654,0
CLM_01655,0
CLM_01656,0
CLM_01658,0
CLM_01659,0
CLM_01660,0
CLM_01661,0
CLM_01662,0
CLM_01663,0
CLM_01664,0
CLM_01665,0
CLM_01667,0
CLM_01669,0
CLM_01670,0
CLM_01671,1
CLM_01672,0
CLM_01673,0
CLM_01674,0
CLM_01675,0
CLM_01676,0
CLM_01677,1
CLM_01679,0
CLM_01680,0
CLM_01683,0
CLM_01684,0
CLM_01686,0
CLM_01687,0
CLM_01689,0
CLM_01690,0
CLM_01691,0
CLM_01693,0
CLM_01694,0
CLM_01696,0
CLM_01697,0
CLM_01698,1
CLM_01699,1
CLM_01700,0
CLM_01701,1
CLM_01702,0
CLM_01703,0
CLM_01707,0
CLM_01708,0
CLM_01710,0
CLM_01711,0
CLM_01712,0
CLM_01713,0
CLM_01714,0
CLM_01715,0
CLM_01716,0
CLM_01717,0
CLM_01718,0
CLM_01720,0
CLM_01721,0
CLM_01722,0
CLM_01724,0
CLM_01726,0
CLM_01727,0
CLM_01728,0
CLM_01729,0
CLM_01731,0
CLM_01732,0
CLM_01733,0
CLM_01734,0
CLM_01735,0
CLM_01738,0
CLM_01739,0
CLM_01742,0
CLM_01743,0
CLM_01744,0
CLM_01745,0
CLM_01746,1
CLM_01748,0
CLM_01749,0
CLM_01750,0
CLM_01751,0
CLM_01752,0
CLM_01753,0
CLM_01755,0
CLM_01756,0
CLM_01757,0
CLM_01758,0
CLM_01759,0
CLM_01761,0
CLM_01762,1
CLM_01763,0
CLM_01764,0
CLM_01765,0
CLM_01766,0
CLM_01767,0
CLM_01768,0
CLM_01769,0
CLM_01770,0
CLM_01771,0
CLM_01772,0
CLM_01773,0
CLM_01774,1
CLM_01775,0
CLM_01776,0
CLM_01777,0
CLM_01778,0
CLM_01779,0
CLM_01780,0
CLM_01782,0
CLM_01783,0
CLM_01785,0
CLM_01786,0
CLM_01787,0
CLM_01788,0
CLM_01789,0
CLM_01790,0
CLM_01791,0
CLM_01792,0
CLM_01793,0
CLM_01794,0
CLM_01795,1
CLM_01798,0
CLM_01800,0
CLM_01801,0
CLM_01802,0
CLM_01803,0
CLM_01804,0
CLM_01805,1
CLM_01806,0
CLM_01808,1
CLM_01809,0
CLM_01812,0
CLM_01814,0
CLM_01815,1
CLM_01816,0
CLM_01817,0
CLM_01818,0
CLM_01820,0
CLM_01821,0
CLM_01822,0
CLM_01823,1
CLM_01824,0
CLM_01825,0
CLM_01826,0
CLM_01827,0
CLM_01828,0
CLM_01829,1
CLM_01830,0
CLM_01831,0
CLM_01832,0
CLM_01833,0
CLM_01834,1
CLM_01835,0
CLM_01837,0
CLM_01838,0
CLM_01840,0
CLM_01841,0
CLM_01842,0
CLM_01843,0
CLM_01844,0
CLM_01845,0
CLM_01847,0
CLM_01848,0
CLM_01851,0
CLM_01852,0
CLM_01853,0
CLM_01854,0
CLM_01855,0
CLM_01856,0
CLM_01857,0
CLM_01858,0
CLM_01860,0
CLM_01861,0
CLM_01862,0
CLM_01864,0
CLM_01865,0
CLM_01868,0
CLM_01869,0
CLM_01870,0
CLM_01871,0
CLM_01872,0
CLM_01873,0
CLM_01874,0
CLM_01875,1
CLM_01876,0
CLM_01880,0
CLM_01881,0
CLM_01882,0
CLM_01886,0
CLM_01887,0
CLM_01888,0
CLM_01889,0
CLM_01891,0
CLM_01892,0
CLM_01893,0
CLM_01894,0
CLM_01895,0
CLM_01896,0
CLM_01899,0
CLM_01900,1
CLM_01901,0
CLM_01902,0
CLM_01903,0
CLM_01904,0
CLM_01905,0
CLM_01906,0
CLM_01907,0
CLM_01909,0
CLM_01910,0
CLM_01911,0
CLM_01912,0
CLM_01913,0
CLM_01914,0
CLM_01916,0
CLM_01918,0
CLM_01920,0
CLM_01921,0
CLM_01922,1
CLM_01923,0
CLM_01924,1
CLM_01925,0
CLM_01926,0
CLM_01927,0
CLM_01928,0
CLM_01929,1
CLM_01930,0
CLM_01931,0
CLM_01932,0
CLM_01933,0
CLM_01934,1
CLM_01935,1
