policy_id,customer_id,policy_type,base_policy,deductible,annual_premium_eur,policy_start_date,policy_end_date,past_number_of_claims,number_of_cars
POL_00072,CUS_02950,Utility - All Perils,All Perils,500,161.88,2022-02-08,2023-02-08,none,1
POL_00073,CUS_04859,Sport - Collision,Collision,500,743.81,2022-11-29,2023-11-29,1,4
POL_00092,CUS_06197,Sport - Liability,Liability,500,1330.02,2023-02-22,2024-02-22,2,4
POL_00104,CUS_04533,Utility - Liability,Liability,700,923.03,2023-03-01,2024-02-29,2,3
POL_00105,CUS_05619,Utility - Liability,Liability,700,850.06,2019-04-19,2020-04-18,1,6
POL_00115,CUS_02790,Sedan - Collision,Collision,400,283.43,2020-08-25,2021-08-25,4,5
POL_00120,CUS_03514,Sedan - All Perils,All Perils,400,406.45,2023-11-03,2024-11-02,3,1
POL_00125,CUS_04944,Sport - All Perils,All Perils,700,420.56,2022-10-17,2023-10-17,none,7
POL_00129,CUS_05408,Sport - All Perils,All Perils,700,1368.14,2025-01-23,2026-01-23,none,6
POL_00131,CUS_04186,Utility - All Perils,All Perils,500,1498.31,2024-06-18,2025-06-18,1,5
POL_00134,CUS_07122,Sedan - All Perils,All Perils,400,247.56,2025-02-05,2026-02-05,2,2
POL_00138,CUS_05851,Sedan - Collision,Collision,500,373.75,2024-01-23,2025-01-22,1,1
POL_00141,CUS_00616,Sport - Liability,Liability,300,770.85,2021-09-29,2022-09-29,none,2
POL_00143,CUS_03079,Sport - Collision,Collision,400,615.12,2019-11-06,2020-11-05,none,8
POL_00144,CUS_01958,Sport - All Perils,All Perils,500,556.39,2020-07-08,2021-07-08,1,1
POL_00145,CUS_01994,Utility - All Perils,All Perils,400,943.63,2020-02-20,2021-02-19,none,6
POL_00155,CUS_05443,Utility - Collision,Collision,400,1436.06,2022-02-04,2023-02-04,1,6
POL_00159,CUS_03993,Sedan - Liability,Liability,400,259.54,2025-02-10,2026-02-10,none,4
POL_00161,CUS_04580,Utility - Liability,Liability,400,397.01,2021-01-31,2022-01-31,2,7
POL_00165,CUS_06184,Utility - Collision,Collision,700,580.4,2020-04-04,2021-04-04,none,4
POL_00171,CUS_04571,Sport - All Perils,All Perils,500,1102.15,2024-05-28,2025-05-28,2,8
POL_00176,CUS_03030,Sport - Collision,Collision,700,423.47,2024-09-09,2025-09-09,1,5
POL_00178,CUS_06432,Sedan - Liability,Liability,300,382.08,2022-12-25,2023-12-25,none,5
POL_00185,CUS_03818,Sport - All Perils,All Perils,300,446.2,2021-07-23,2022-07-23,1,6
POL_00186,CUS_01460,Sport - All Perils,All Perils,400,1292.46,2024-07-30,2025-07-30,none,2
POL_00190,CUS_06874,Utility - Liability,Liability,500,628.79,2020-10-18,2021-10-18,1,5
POL_00195,CUS_02385,Utility - All Perils,All Perils,300,416.35,2018-09-17,2019-09-17,1,7
POL_00205,CUS_05892,Sedan - All Perils,All Perils,300,1021.23,2023-08-02,2024-08-01,none,2
POL_00206,CUS_02703,Sedan - Liability,Liability,700,867.43,2021-04-12,2022-04-12,3,2
POL_00210,CUS_01625,Sedan - Liability,Liability,500,369.98,2022-06-25,2023-06-25,1,6
POL_00212,CUS_01122,Sport - Collision,Collision,400,641.74,2020-10-08,2021-10-08,1,8
POL_00230,CUS_01141,Utility - Collision,Collision,500,1404.25,2023-11-16,2024-11-15,3,7
POL_00233,CUS_03876,Sport - Collision,Collision,400,511.36,2023-05-09,2024-05-08,2,5
POL_00238,CUS_05024,Sport - Collision,Collision,700,1022.19,2024-07-10,2025-07-10,2,1
POL_00240,CUS_03766,Utility - Collision,Collision,400,860.82,2022-05-14,2023-05-14,4,6
POL_00247,CUS_01757,Sedan - All Perils,All Perils,300,539.23,2021-10-25,2022-10-25,2,7
POL_00252,CUS_06489,Sport - Liability,Liability,400,937.09,2020-05-19,2021-05-19,2,7
POL_00256,CUS_03056,Utility - Liability,Liability,500,768.88,2025-02-12,2026-02-12,1,8
POL_00263,CUS_04452,Sedan - Collision,Collision,400,820.73,2023-04-14,2024-04-13,1,1
POL_00278,CUS_04757,Sport - All Perils,All Perils,500,249.55,2020-07-01,2021-07-01,1,2
POL_00280,CUS_02300,Sedan - Collision,Collision,300,851.45,2023-02-12,2024-02-12,3,1
POL_00284,CUS_01267,Sedan - Liability,Liability,400,554.5,2022-02-02,2023-02-02,none,4
POL_00287,CUS_05315,Sport - Collision,Collision,400,671.83,2022-09-28,2023-09-28,none,3
POL_00295,CUS_06170,Utility - Collision,Collision,300,692.71,2023-12-12,2024-12-11,2,7
POL_00297,CUS_00249,Utility - Liability,Liability,400,1105.62,2024-02-23,2025-02-22,more than 4,5
POL_00305,CUS_01248,Sport - Liability,Liability,400,567.88,2019-06-25,2020-06-24,none,3
POL_00314,CUS_01470,Utility - Liability,Liability,500,508.08,2023-01-26,2024-01-26,1,7
POL_00318,CUS_06874,Utility - Liability,Liability,300,502.22,2021-12-25,2022-12-25,3,7
POL_00321,CUS_02961,Sport - Collision,Collision,700,694.76,2021-05-06,2022-05-06,none,5
POL_00327,CUS_00954,Utility - Liability,Liability,400,732.61,2025-02-13,2026-02-13,2,4
POL_00334,CUS_02393,Sport - Liability,Liability,300,256.69,2025-01-25,2026-01-25,none,5
POL_00342,CUS_03672,Sport - Collision,Collision,400,681.64,2022-01-24,2023-01-24,4,1
POL_00346,CUS_02675,Utility - All Perils,All Perils,400,273.73,2023-08-28,2024-08-27,more than 4,4
POL_00350,CUS_05104,Sport - Collision,Collision,300,502.16,2019-06-05,2020-06-04,none,3
POL_00353,CUS_01540,Sedan - Collision,Collision,700,635.25,2023-11-24,2024-11-23,none,6
POL_00359,CUS_02332,Sport - Liability,Liability,400,1218.44,2021-08-03,2022-08-03,2,1
POL_00363,CUS_02433,Sport - All Perils,All Perils,700,542.69,2019-01-18,2020-01-18,more than 4,4
POL_00365,CUS_00728,Utility - Collision,Collision,400,380.64,2019-01-07,2020-01-07,2,3
POL_00368,CUS_03943,Utility - Collision,Collision,400,340.04,2021-03-01,2022-03-01,1,2
POL_00369,CUS_05203,Sedan - Collision,Collision,500,722.39,2021-07-08,2022-07-08,none,7
POL_00371,CUS_00600,Sport - All Perils,All Perils,300,599.83,2021-04-11,2022-04-11,none,1
POL_00377,CUS_07052,Utility - Collision,Collision,300,341.63,2024-08-30,2025-08-30,1,1
POL_00378,CUS_01148,Utility - Liability,Liability,500,531.83,2019-05-30,2020-05-29,2,1
POL_00386,CUS_04285,Utility - All Perils,All Perils,300,1009.24,2020-05-16,2021-05-16,none,3
POL_00391,CUS_04057,Utility - All Perils,All Perils,700,462.1,2023-09-08,2024-09-07,4,2
POL_00401,CUS_02427,Utility - Liability,Liability,500,1703.52,2025-01-16,2026-01-16,1,2
POL_00403,CUS_01154,Sedan - All Perils,All Perils,400,641.64,2024-03-04,2025-03-04,2,3
POL_00417,CUS_06800,Sport - All Perils,All Perils,400,2518.8,2020-06-28,2021-06-28,4,2
POL_00421,CUS_00918,Sedan - Collision,Collision,400,778.84,2019-11-19,2020-11-18,none,4
POL_00431,CUS_01063,Sport - All Perils,All Perils,400,1159.0,2024-04-04,2025-04-04,2,4
POL_00435,CUS_05778,Utility - Liability,Liability,500,1202.85,2019-10-07,2020-10-06,none,5
POL_00439,CUS_05915,Sedan - Collision,Collision,500,978.6,2023-08-11,2024-08-10,none,8
POL_00452,CUS_02349,Sport - Liability,Liability,300,587.95,2020-04-23,2021-04-23,3,2
POL_00453,CUS_06583,Utility - Liability,Liability,500,790.23,2025-02-25,2026-02-25,none,5
POL_00457,CUS_01484,Sedan - Liability,Liability,300,1422.54,2021-12-29,2022-12-29,1,3
POL_00459,CUS_05423,Sedan - Liability,Liability,500,1076.63,2020-04-16,2021-04-16,none,6
POL_00460,CUS_04218,Sedan - Collision,Collision,500,528.48,2021-05-28,2022-05-28,none,5
POL_00461,CUS_03983,Utility - All Perils,All Perils,500,1005.27,2020-07-25,2021-07-25,3,4
POL_00465,CUS_03281,Sedan - All Perils,All Perils,500,1082.49,2020-10-21,2021-10-21,none,2
POL_00466,CUS_04007,Sport - All Perils,All Perils,400,560.29,2023-11-21,2024-11-20,none,4
POL_00471,CUS_05989,Utility - Collision,Collision,700,1679.84,2022-03-21,2023-03-21,none,7
POL_00477,CUS_00337,Utility - Collision,Collision,300,269.3,2025-04-23,2026-04-23,2,4
POL_00479,CUS_00137,Sport - Collision,Collision,500,664.87,2022-03-19,2023-03-19,1,5
POL_00481,CUS_01852,Sedan - All Perils,All Perils,300,963.17,2021-09-04,2022-09-04,3,4
POL_00485,CUS_00235,Utility - All Perils,All Perils,500,489.18,2020-11-27,2021-11-27,2,5
POL_00487,CUS_01696,Sedan - Collision,Collision,300,639.97,2023-11-29,2024-11-28,1,8
POL_00489,CUS_03394,Sport - All Perils,All Perils,300,853.44,2022-03-15,2023-03-15,2,2
POL_00490,CUS_01555,Sedan - Liability,Liability,700,347.65,2024-06-16,2025-06-16,2,6
POL_00494,CUS_00161,Sport - Collision,Collision,300,2306.57,2025-01-07,2026-01-07,2,5
POL_00496,CUS_01887,Sport - All Perils,All Perils,400,758.75,2024-12-18,2025-12-18,2,5
POL_00503,CUS_05932,Sedan - Liability,Liability,500,815.06,2021-11-20,2022-11-20,1,4
POL_00507,CUS_00740,Sedan - Collision,Collision,400,245.92,2020-10-04,2021-10-04,none,5
POL_00515,CUS_01308,Utility - All Perils,All Perils,400,1346.56,2020-05-10,2021-05-10,3,8
POL_00523,CUS_07166,Utility - Collision,Collision,700,466.33,2019-10-02,2020-10-01,4,8
POL_00533,CUS_00190,Utility - Collision,Collision,500,311.3,2022-11-23,2023-11-23,3,1
POL_00536,CUS_03777,Sport - Liability,Liability,400,1132.88,2019-12-23,2020-12-22,3,1
POL_00547,CUS_03582,Sedan - All Perils,All Perils,300,956.96,2022-01-14,2023-01-14,3,4
POL_00549,CUS_03272,Utility - All Perils,All Perils,700,1174.02,2018-11-28,2019-11-28,2,4
POL_00555,CUS_05989,Sport - Liability,Liability,500,1115.39,2022-10-23,2023-10-23,none,7
POL_00565,CUS_00242,Utility - Collision,Collision,700,731.32,2020-12-26,2021-12-26,1,1
POL_00586,CUS_04067,Sport - Collision,Collision,500,1206.89,2019-07-31,2020-07-30,none,4
POL_00588,CUS_01291,Sport - Liability,Liability,400,459.21,2021-08-31,2022-08-31,1,4
POL_00595,CUS_04289,Utility - Liability,Liability,300,576.16,2019-02-15,2020-02-15,4,5
POL_00601,CUS_02931,Utility - All Perils,All Perils,400,773.99,2024-05-29,2025-05-29,more than 4,5
POL_00604,CUS_00659,Utility - Collision,Collision,400,1590.77,2023-05-10,2024-05-09,1,3
POL_00611,CUS_03969,Sport - Collision,Collision,500,503.85,2020-02-07,2021-02-06,2,5
POL_00613,CUS_06598,Sport - Liability,Liability,300,606.22,2021-01-11,2022-01-11,3,3
POL_00623,CUS_06039,Sport - All Perils,All Perils,400,813.47,2022-12-12,2023-12-12,1,5
POL_00633,CUS_04524,Sport - Collision,Collision,300,961.92,2022-04-19,2023-04-19,3,7
POL_00635,CUS_04780,Sedan - Collision,Collision,700,374.63,2019-12-02,2020-12-01,none,8
POL_00640,CUS_05725,Utility - Liability,Liability,400,481.48,2022-05-12,2023-05-12,3,4
POL_00641,CUS_01970,Utility - Collision,Collision,400,1104.19,2022-07-22,2023-07-22,none,5
POL_00644,CUS_00004,Utility - Collision,Collision,300,666.6,2023-06-14,2024-06-13,none,5
POL_00649,CUS_05637,Sport - All Perils,All Perils,300,559.31,2021-05-19,2022-05-19,1,4
POL_00653,CUS_01968,Sedan - All Perils,All Perils,400,994.83,2019-10-05,2020-10-04,3,6
POL_00657,CUS_04380,Sport - All Perils,All Perils,300,235.42,2021-04-16,2022-04-16,2,1
POL_00668,CUS_04757,Sedan - Collision,Collision,400,312.05,2021-09-06,2022-09-06,more than 4,2
POL_00672,CUS_00474,Sport - Collision,Collision,300,942.81,2018-10-30,2019-10-30,3,7
POL_00676,CUS_02616,Sedan - All Perils,All Perils,500,654.15,2021-12-08,2022-12-08,3,5
POL_00679,CUS_04612,Sedan - Collision,Collision,400,1137.27,2023-03-14,2024-03-13,3,8
POL_00681,CUS_05905,Utility - Liability,Liability,300,369.86,2025-01-24,2026-01-24,1,5
POL_00690,CUS_07186,Sedan - Collision,Collision,400,850.77,2021-03-28,2022-03-28,none,6
POL_00699,CUS_03031,Sport - Liability,Liability,700,1022.26,2021-08-10,2022-08-10,1,6
POL_00715,CUS_04188,Sport - Liability,Liability,500,301.03,2024-08-10,2025-08-10,none,6
POL_00719,CUS_03644,Utility - Collision,Collision,400,206.33,2019-07-25,2020-07-24,1,6
POL_00726,CUS_05024,Utility - Collision,Collision,500,441.1,2021-08-03,2022-08-03,none,4
POL_00732,CUS_06586,Sport - Liability,Liability,500,1065.02,2022-04-09,2023-04-09,2,4
POL_00733,CUS_06316,Sport - Collision,Collision,700,403.9,2020-01-31,2021-01-30,3,1
POL_00736,CUS_06351,Utility - Collision,Collision,400,332.52,2022-12-10,2023-12-10,1,5
POL_00745,CUS_05225,Sedan - All Perils,All Perils,300,2014.89,2019-04-18,2020-04-17,3,8
POL_00746,CUS_05145,Utility - Liability,Liability,500,425.34,2023-04-26,2024-04-25,none,4
POL_00748,CUS_05423,Sport - All Perils,All Perils,500,387.72,2022-02-06,2023-02-06,1,7
POL_00754,CUS_04646,Utility - Collision,Collision,700,511.86,2019-07-14,2020-07-13,2,6
POL_00764,CUS_03561,Sedan - All Perils,All Perils,500,402.58,2024-07-01,2025-07-01,none,8
POL_00766,CUS_01296,Sedan - Liability,Liability,300,1285.38,2019-10-18,2020-10-17,1,1
POL_00772,CUS_00870,Sport - Liability,Liability,700,456.72,2022-09-09,2023-09-09,4,4
POL_00775,CUS_00717,Sport - Liability,Liability,300,483.15,2025-02-09,2026-02-09,1,8
POL_00777,CUS_03019,Sedan - Liability,Liability,400,582.96,2020-01-26,2021-01-25,1,2
POL_00779,CUS_05197,Sport - All Perils,All Perils,700,1388.36,2022-04-01,2023-04-01,1,5
POL_00785,CUS_03687,Utility - All Perils,All Perils,400,374.46,2022-09-23,2023-09-23,1,8
POL_00794,CUS_01604,Sedan - Collision,Collision,400,1450.43,2025-04-09,2026-04-09,1,6
POL_00795,CUS_03974,Utility - All Perils,All Perils,500,316.53,2020-10-11,2021-10-11,1,2
POL_00808,CUS_04859,Utility - All Perils,All Perils,400,1225.47,2023-11-09,2024-11-08,3,3
POL_00809,CUS_04654,Utility - Liability,Liability,400,959.46,2018-12-12,2019-12-12,1,7
POL_00811,CUS_04389,Sport - Liability,Liability,500,1092.84,2025-01-13,2026-01-13,1,8
POL_00812,CUS_02435,Sedan - Liability,Liability,300,1274.39,2019-04-06,2020-04-05,1,2
POL_00819,CUS_01148,Sedan - Collision,Collision,300,876.45,2022-07-09,2023-07-09,none,6
POL_00823,CUS_03171,Sedan - All Perils,All Perils,300,1080.87,2020-05-11,2021-05-11,2,5
POL_00828,CUS_04178,Sport - Liability,Liability,300,1083.61,2022-03-17,2023-03-17,1,8
POL_00836,CUS_06505,Sedan - All Perils,All Perils,300,487.06,2022-02-23,2023-02-23,1,1
POL_00837,CUS_05915,Sport - Liability,Liability,300,335.3,2024-12-27,2025-12-27,1,6
POL_00845,CUS_02161,Utility - Liability,Liability,500,908.25,2023-09-07,2024-09-06,none,4
POL_00847,CUS_00419,Sedan - Collision,Collision,400,250.91,2020-10-28,2021-10-28,2,1
POL_00863,CUS_05892,Utility - All Perils,All Perils,700,695.79,2023-02-04,2024-02-04,2,4
POL_00864,CUS_02891,Utility - All Perils,All Perils,700,629.65,2021-07-05,2022-07-05,2,6
POL_00874,CUS_06335,Utility - All Perils,All Perils,400,390.22,2019-09-26,2020-09-25,1,4
POL_00879,CUS_04061,Sport - Collision,Collision,300,1006.06,2018-10-12,2019-10-12,none,2
POL_00892,CUS_06975,Utility - Liability,Liability,500,736.4,2019-11-17,2020-11-16,3,8
POL_00895,CUS_00260,Utility - Collision,Collision,300,931.56,2021-03-05,2022-03-05,none,3
POL_00901,CUS_01481,Utility - Collision,Collision,500,1032.47,2019-01-10,2020-01-10,none,3
POL_00908,CUS_05092,Utility - Collision,Collision,500,566.4,2020-10-20,2021-10-20,2,4
POL_00913,CUS_05892,Sport - All Perils,All Perils,300,764.0,2022-07-16,2023-07-16,none,7
POL_00916,CUS_00823,Utility - Collision,Collision,500,1426.0,2025-02-20,2026-02-20,none,5
POL_00917,CUS_03769,Utility - Collision,Collision,300,467.06,2024-01-17,2025-01-16,none,4
POL_00918,CUS_01059,Utility - Collision,Collision,500,375.46,2024-07-28,2025-07-28,2,7
POL_00924,CUS_03057,Utility - All Perils,All Perils,700,1420.73,2023-03-11,2024-03-10,none,6
POL_00925,CUS_03701,Sport - All Perils,All Perils,500,1214.81,2023-08-15,2024-08-14,none,8
POL_00930,CUS_03512,Sedan - Collision,Collision,400,525.55,2024-05-12,2025-05-12,2,8
POL_00935,CUS_01715,Sport - All Perils,All Perils,500,197.59,2024-07-03,2025-07-03,3,7
POL_00938,CUS_02300,Sport - All Perils,All Perils,400,241.68,2021-03-17,2022-03-17,1,5
POL_00944,CUS_03446,Sedan - Collision,Collision,400,1503.53,2019-01-14,2020-01-14,4,2
POL_00949,CUS_03987,Sport - Liability,Liability,400,528.85,2018-08-19,2019-08-19,none,7
POL_00950,CUS_00385,Utility - Collision,Collision,400,1339.38,2019-12-13,2020-12-12,1,3
POL_00962,CUS_06611,Sport - Liability,Liability,500,953.41,2023-12-24,2024-12-23,1,3
POL_00963,CUS_02695,Sedan - Liability,Liability,700,916.46,2019-12-29,2020-12-28,none,3
POL_00964,CUS_04759,Sedan - Liability,Liability,500,708.53,2023-07-19,2024-07-18,none,7
POL_00966,CUS_04014,Sedan - Liability,Liability,300,514.0,2024-02-26,2025-02-25,4,8
POL_00984,CUS_03502,Utility - Liability,Liability,400,877.73,2025-04-26,2026-04-26,1,6
POL_00989,CUS_02786,Sedan - Collision,Collision,500,286.54,2024-03-08,2025-03-08,none,2
POL_00998,CUS_02386,Sport - Liability,Liability,300,582.65,2023-12-16,2024-12-15,3,6
POL_01000,CUS_07166,Utility - Liability,Liability,300,293.0,2020-07-26,2021-07-26,none,7
POL_01001,CUS_03389,Utility - All Perils,All Perils,300,471.96,2024-02-11,2025-02-10,1,8
POL_01002,CUS_00595,Sport - Collision,Collision,400,478.12,2018-10-02,2019-10-02,2,3
POL_01007,CUS_04807,Sport - Collision,Collision,500,870.03,2022-09-23,2023-09-23,2,4
POL_01015,CUS_03546,Sedan - All Perils,All Perils,700,608.06,2024-05-04,2025-05-04,1,4
POL_01022,CUS_06792,Sedan - Liability,Liability,300,771.2,2019-03-07,2020-03-06,none,8
POL_01023,CUS_02595,Sport - Liability,Liability,400,490.96,2019-04-16,2020-04-15,none,3
POL_01028,CUS_01516,Sedan - All Perils,All Perils,500,824.88,2021-01-05,2022-01-05,2,2
POL_01033,CUS_04524,Sport - Collision,Collision,400,598.29,2022-09-25,2023-09-25,1,3
POL_01046,CUS_00709,Utility - All Perils,All Perils,700,962.06,2020-01-18,2021-01-17,more than 4,6
POL_01048,CUS_05726,Utility - All Perils,All Perils,300,1316.43,2021-12-25,2022-12-25,1,4
POL_01049,CUS_03354,Sedan - Collision,Collision,700,320.17,2022-12-12,2023-12-12,1,6
POL_01052,CUS_06360,Utility - Collision,Collision,400,366.26,2019-11-16,2020-11-15,more than 4,4
POL_01053,CUS_06287,Sport - Liability,Liability,700,1146.93,2020-07-27,2021-07-27,none,3
POL_01062,CUS_01899,Sport - Liability,Liability,400,513.02,2024-08-07,2025-08-07,none,7
POL_01066,CUS_05104,Sedan - Liability,Liability,300,708.48,2022-12-25,2023-12-25,1,2
POL_01069,CUS_00098,Utility - Collision,Collision,400,759.88,2023-06-26,2024-06-25,2,5
POL_01070,CUS_05051,Sport - Liability,Liability,500,845.55,2019-08-05,2020-08-04,none,2
POL_01071,CUS_03709,Sedan - Liability,Liability,400,1048.0,2020-10-01,2021-10-01,none,3
POL_01074,CUS_04662,Sport - Collision,Collision,500,991.87,2020-01-17,2021-01-16,4,6
POL_01076,CUS_06181,Sedan - Liability,Liability,400,599.72,2020-07-13,2021-07-13,none,7
POL_01079,CUS_00335,Sedan - Collision,Collision,400,1095.87,2023-06-08,2024-06-07,1,4
POL_01081,CUS_06425,Utility - Collision,Collision,300,1249.84,2019-04-24,2020-04-23,none,5
POL_01083,CUS_05959,Sport - Collision,Collision,400,1305.48,2021-08-25,2022-08-25,1,4
POL_01091,CUS_02717,Sedan - Collision,Collision,500,779.77,2021-04-15,2022-04-15,none,6
POL_01099,CUS_06303,Sedan - Collision,Collision,300,698.48,2024-07-03,2025-07-03,none,6
POL_01102,CUS_06694,Sport - Collision,Collision,500,236.88,2019-01-25,2020-01-25,1,7
POL_01107,CUS_03507,Sedan - All Perils,All Perils,500,507.4,2022-10-15,2023-10-15,none,7
POL_01109,CUS_00946,Utility - All Perils,All Perils,300,402.28,2020-04-22,2021-04-22,1,6
POL_01111,CUS_02712,Sport - Collision,Collision,500,1095.74,2023-03-16,2024-03-15,none,6
POL_01114,CUS_02958,Utility - All Perils,All Perils,300,611.17,2021-03-21,2022-03-21,1,5
POL_01120,CUS_00146,Sport - Liability,Liability,700,1845.29,2018-11-06,2019-11-06,none,3
POL_01123,CUS_01759,Utility - Liability,Liability,500,350.6,2025-05-02,2026-05-02,1,2
POL_01128,CUS_05734,Utility - All Perils,All Perils,500,676.97,2024-10-30,2025-10-30,none,6
POL_01132,CUS_06440,Utility - All Perils,All Perils,300,407.24,2019-12-15,2020-12-14,2,3
POL_01139,CUS_00364,Sport - All Perils,All Perils,400,620.44,2021-01-13,2022-01-13,1,4
POL_01141,CUS_05052,Sedan - Liability,Liability,400,1057.42,2023-08-23,2024-08-22,3,1
POL_01143,CUS_06031,Utility - Liability,Liability,700,838.22,2019-02-20,2020-02-20,none,3
POL_01158,CUS_02777,Sport - Collision,Collision,500,911.29,2024-11-24,2025-11-24,none,5
POL_01166,CUS_03019,Sport - All Perils,All Perils,400,486.41,2019-10-24,2020-10-23,1,7
POL_01170,CUS_04673,Utility - Liability,Liability,500,661.4,2023-09-21,2024-09-20,2,4
POL_01172,CUS_06525,Sedan - All Perils,All Perils,500,1130.05,2024-08-17,2025-08-17,2,5
POL_01173,CUS_01342,Sedan - Collision,Collision,300,903.49,2021-03-06,2022-03-06,none,2
POL_01180,CUS_04911,Sport - Liability,Liability,500,185.27,2022-10-15,2023-10-15,4,4
POL_01181,CUS_06278,Sedan - All Perils,All Perils,300,2523.85,2019-01-21,2020-01-21,2,3
POL_01182,CUS_04976,Sedan - Collision,Collision,700,515.42,2024-10-24,2025-10-24,1,2
POL_01186,CUS_02081,Sport - Collision,Collision,500,1425.66,2023-02-10,2024-02-10,none,5
POL_01189,CUS_05490,Utility - Collision,Collision,400,435.83,2019-11-14,2020-11-13,none,8
POL_01195,CUS_00379,Sedan - Liability,Liability,400,763.37,2019-03-23,2020-03-22,3,3
POL_01196,CUS_06873,Sedan - Liability,Liability,300,533.27,2019-12-18,2020-12-17,none,6
POL_01203,CUS_04090,Sedan - Liability,Liability,400,339.0,2022-04-26,2023-04-26,3,8
POL_01204,CUS_07176,Sedan - All Perils,All Perils,500,896.47,2019-05-13,2020-05-12,more than 4,4
POL_01205,CUS_03600,Sedan - Collision,Collision,500,428.32,2018-08-21,2019-08-21,2,1
POL_01210,CUS_02712,Sedan - Collision,Collision,700,448.02,2019-08-04,2020-08-03,1,3
POL_01211,CUS_00956,Sedan - All Perils,All Perils,500,541.25,2018-08-02,2019-08-02,1,2
POL_01215,CUS_02508,Utility - Collision,Collision,400,453.33,2021-09-12,2022-09-12,1,6
POL_01225,CUS_04164,Sport - Collision,Collision,300,1194.01,2024-07-22,2025-07-22,none,2
POL_01229,CUS_01636,Sedan - Collision,Collision,400,1153.58,2018-08-21,2019-08-21,1,7
POL_01231,CUS_01217,Sport - Collision,Collision,700,785.55,2021-06-06,2022-06-06,4,2
POL_01235,CUS_07057,Sedan - Collision,Collision,400,999.04,2024-02-05,2025-02-04,4,7
POL_01238,CUS_00732,Sedan - Collision,Collision,700,989.38,2024-01-15,2025-01-14,2,5
POL_01240,CUS_01060,Utility - Collision,Collision,400,692.57,2023-04-11,2024-04-10,3,8
POL_01245,CUS_00116,Sedan - Collision,Collision,400,723.77,2022-03-01,2023-03-01,1,5
POL_01256,CUS_02158,Sport - Liability,Liability,400,1486.91,2019-03-08,2020-03-07,none,2
POL_01261,CUS_02777,Utility - Collision,Collision,400,947.37,2024-01-05,2025-01-04,1,1
POL_01268,CUS_05293,Sedan - All Perils,All Perils,700,370.39,2024-01-03,2025-01-02,1,6
POL_01269,CUS_03060,Sport - All Perils,All Perils,700,956.11,2022-07-20,2023-07-20,2,4
POL_01273,CUS_01685,Sport - All Perils,All Perils,500,773.55,2022-01-11,2023-01-11,3,1
POL_01284,CUS_06543,Utility - Liability,Liability,400,1039.7,2024-10-01,2025-10-01,4,4
POL_01286,CUS_04910,Sedan - Collision,Collision,500,914.74,2021-06-05,2022-06-05,none,1
POL_01293,CUS_04752,Utility - Liability,Liability,700,782.46,2021-03-14,2022-03-14,1,1
POL_01295,CUS_05029,Sport - All Perils,All Perils,700,516.53,2022-09-20,2023-09-20,none,3
POL_01302,CUS_04389,Sedan - Collision,Collision,700,595.4,2020-05-23,2021-05-23,1,8
POL_01314,CUS_07099,Utility - Liability,Liability,300,769.89,2022-12-26,2023-12-26,1,7
POL_01319,CUS_00901,Sedan - Collision,Collision,400,869.86,2023-03-28,2024-03-27,1,2
POL_01335,CUS_06457,Sport - Liability,Liability,400,967.52,2024-03-31,2025-03-31,none,6
POL_01338,CUS_06190,Utility - Liability,Liability,700,448.53,2021-12-22,2022-12-22,more than 4,7
